4320934659 25879 1 13
4320934672 26520 0 13
4320934685 5244 0 2
4320934698 0 0 0
4320934711 0 0 0
4320934724 0 0 0
4320934737 0 0 0
4320934750 0 0 0
4320934763 0 0 0
4320934776 0 0 0
4320934789 0 0 0
4320934802 0 0 0
4320934815 0 0 0
4320934828 0 0 0
4320934841 0 0 0
4320934854 0 0 0
4320934867 0 0 0
4320934880 0 0 0
4320934893 0 0 0
4320934906 0 0 0
4320934919 9417 0 5
4320934932 15804 0 8
4320934945 21727 0 9
4320934958 0 0 0
4320934971 0 0 0
4320934984 0 0 0
4320934997 0 0 0
4320935010 0 0 0
4320935023 0 0 0
4320935036 0 0 0
4320935049 0 0 0
4320935062 0 0 0
4320935075 0 0 0
4320935088 0 0 0
4320935101 0 0 0
4320935114 0 0 0
4320935127 0 0 0
4320935140 0 0 0
4320935153 0 0 0
4320935166 9073 0 4
4320935179 0 0 0
4320935192 23 0 1
4320935205 29278 0 13
4320935218 1578 0 0
4320935231 0 0 0
4320935244 0 0 0
4320935257 0 0 0
4320935270 0 0 0
4320935283 0 0 0
4320935296 0 0 0
4320935309 0 0 0
4320935322 0 0 0
4320935335 0 0 0
4320935348 0 0 0
4320935361 0 0 0
4320935374 0 0 0
4320935387 0 0 0
4320935400 0 0 0
4320935413 0 0 0
4320935426 8735 0 3
4320935439 0 0 0
4320935452 0 0 0
4320935465 21771 0 10
4320935478 3718 0 1
4320935491 0 0 0
4320935504 0 0 0
4320935517 0 0 0
4320935530 0 0 0
4320935543 0 0 0
4320935556 0 0 0
4320935569 0 0 0
4320935582 0 0 0
4320935595 0 0 0
4320935608 0 0 0
4320935621 0 0 0
4320935634 0 0 0
4320935647 0 0 0
4320935660 0 0 0
4320935673 8442 0 3
4320935686 0 0 0
4320935699 0 0 0
4320935712 0 0 0
4320935725 19543 0 9
4320935738 1751 0 0
4320935751 0 0 0
4320935764 0 0 0
4320935777 0 0 0
4320935790 0 0 0
4320935803 0 0 0
4320935816 0 0 0
4320935829 0 0 0
4320935842 0 0 0
4320935855 0 0 0
4320935868 0 0 0
4320935881 0 0 0
4320935894 0 0 0
4320935907 0 0 0
4320935920 0 0 0
4320935933 8092 0 4
4320935946 0 0 0
4320935959 0 0 0
4320935972 0 0 0
4320935985 17574 0 9
4320935998 0 0 0
4320936011 0 0 0
4320936024 0 0 0
4320936037 0 0 0
4320936050 0 0 0
4320936063 0 0 0
4320936076 0 0 0
4320936089 0 0 0
4320936102 0 0 0
4320936115 0 0 0
4320936128 0 0 0
4320936141 0 0 0
4320936154 0 0 0
4320936167 0 0 0
4320936180 7767 0 3
4320936193 0 0 0
4320936206 0 0 0
4320936219 0 0 0
4320936232 0 0 0
4320936245 14392 0 6
4320936258 0 0 0
4320936271 0 0 0
4320936284 0 0 0
4320936297 0 0 0
4320936310 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
